n,carat,cut,color,clarity,depth,table,price,x,y,z
29841,0.3,Ideal,D,VS2,62.3,54,710,4.3,4.33,2.69
29842,0.3,Very Good,D,VS2,62.5,59,710,4.23,4.28,2.66
29844,0.3,Ideal,D,VS2,62.3,56,710,4.29,4.32,2.68
29849,0.3,Premium,D,VS2,61.7,58,710,4.3,4.32,2.66
29851,0.3,Premium,D,VS2,60.7,60,710,4.33,4.37,2.64
29854,0.3,Very Good,D,VS2,62.9,56,710,4.24,4.28,2.68
29855,0.3,Premium,D,VS2,60.6,59,710,4.28,4.36,2.62
29856,0.3,Ideal,D,VS2,62.3,54,710,4.29,4.34,2.69
29863,0.3,Ideal,D,VS2,62.2,55,710,4.29,4.33,2.68
29867,0.3,Ideal,D,VS2,61.7,55,710,4.33,4.36,2.68
29874,0.3,Ideal,D,VS2,61,55,710,4.33,4.36,2.65
29875,0.3,Ideal,D,VS2,61.4,55,710,4.32,4.34,2.66
29876,0.3,Premium,D,VS2,61.1,59,710,4.26,4.31,2.62
29879,0.3,Ideal,D,VS2,62.6,56,710,4.28,4.31,2.69
29884,0.3,Ideal,D,VS2,62.2,54,710,4.28,4.31,2.67
29885,0.3,Ideal,E,VS1,61.5,56,710,4.31,4.37,2.67
29890,0.3,Very Good,D,VS2,62,58,710,4.29,4.32,2.67
29892,0.3,Ideal,D,VS2,61.8,55,710,4.3,4.34,2.67
29893,0.3,Premium,D,VS2,62.3,58,710,4.29,4.32,2.68
29896,0.3,Premium,D,VS2,61.7,59,710,4.25,4.28,2.63
29898,0.3,Premium,D,VS2,60.6,58,710,4.32,4.36,2.63
29899,0.3,Ideal,D,VS2,62.5,57,710,4.25,4.29,2.67
29908,0.41,Ideal,E,SI1,61.5,55,711,4.78,4.81,2.95
29913,0.42,Very Good,I,SI1,61,55.8,712,4.83,4.86,2.96
29914,0.3,Premium,D,VS1,61.9,58,712,4.28,4.32,2.66
29927,0.36,Ideal,D,SI1,61.9,55.7,713,4.57,4.59,2.84
29928,0.38,Good,F,VS2,63.4,62,713,4.52,4.56,2.88
29929,0.43,Premium,E,I1,58.4,62,713,5,4.94,2.9
29930,0.5,Fair,F,I1,63.8,58,713,5.08,4.97,3.21
29940,0.29,Ideal,F,VVS2,61.1,58,715,4.26,4.28,2.61
29943,0.29,Ideal,I,VS1,61.7,56,444,4.22,4.27,2.62
29950,0.33,Ideal,I,SI1,61.5,57,445,4.46,4.49,2.75
29957,0.23,Premium,F,VVS2,61.3,59,445,3.94,3.99,2.43
29958,0.34,Good,E,SI2,63.1,56,445,4.46,4.51,2.83
29961,0.31,Ideal,G,SI1,61.7,54,446,4.38,4.4,2.71
29962,0.31,Ideal,G,SI1,61.2,55,446,4.37,4.39,2.68
29966,0.31,Very Good,H,SI1,61.4,55,446,4.36,4.44,2.7
29968,0.31,Ideal,H,SI1,62.7,56,446,4.33,4.38,2.73
29971,0.29,Ideal,F,VVS1,61.1,57,715,4.26,4.29,2.61
29973,0.32,Ideal,D,SI1,61.5,56,715,4.41,4.44,2.72
29975,0.32,Ideal,D,SI1,61.5,54,715,4.42,4.46,2.73
29979,0.38,Very Good,G,VS2,59.7,62,715,4.66,4.68,2.79
29980,0.39,Very Good,F,VS2,62.1,59,716,4.69,4.71,2.92
29982,0.31,Ideal,F,VVS2,61.2,56,716,4.4,4.43,2.7
29985,0.43,Ideal,I,VS2,61.8,55,716,4.85,4.89,3.01
29993,0.43,Ideal,D,SI2,62.6,56,716,4.84,4.88,3.04
30000,0.43,Very Good,H,SI1,60.2,57,716,4.91,4.93,2.96
30010,0.35,Very Good,E,VS2,61.9,61,716,4.5,4.54,2.8
30018,0.4,Good,H,VS2,63.1,62,717,4.75,4.66,2.97
30019,0.41,Very Good,D,SI1,63,57,717,4.64,4.7,2.94
30022,0.41,Very Good,D,SI1,63,56,717,4.75,4.8,3.01
30023,0.36,Ideal,E,VS2,61.3,56,718,4.59,4.61,2.82
30024,0.3,Ideal,D,VS1,62.2,57,718,4.26,4.29,2.66
30027,0.32,Ideal,G,VS1,62.3,55,718,4.41,4.39,2.74
30030,0.35,Premium,E,VS1,62.2,58,718,4.47,4.5,2.79
30034,0.39,Ideal,F,SI1,62.5,55,718,4.63,4.68,2.91
30041,0.39,Ideal,E,SI1,62.1,53,719,4.69,4.72,2.92
30047,0.41,Very Good,G,SI1,62.5,57,719,4.69,4.72,2.94
30052,0.41,Premium,G,SI1,59.1,58,719,4.83,4.88,2.87
30056,0.41,Premium,G,SI1,61.3,58,719,4.76,4.8,2.93
30057,0.41,Premium,G,SI1,61.3,60,719,4.75,4.81,2.93
30059,0.41,Ideal,G,SI1,62.6,54,719,4.74,4.78,2.98
30062,0.3,Ideal,G,VVS1,61.8,56,720,4.34,4.37,2.69
30063,0.31,Ideal,E,VS2,62.5,54,720,4.33,4.37,2.72
30066,0.32,Ideal,D,VS1,61.4,56,720,4.38,4.41,2.7
30071,0.32,Premium,G,VS2,62.3,60,720,4.4,4.37,2.73
30073,0.32,Premium,E,SI1,61.9,59,720,4.39,4.36,2.71
30075,0.32,Ideal,E,SI1,61.8,55,720,4.45,4.42,2.74
30078,0.4,Good,H,SI2,63.7,59,720,4.69,4.64,2.97
30081,0.32,Premium,I,VVS2,62.1,59,720,4.38,4.35,2.71
30086,0.32,Ideal,H,VS1,61.3,55,720,4.43,4.41,2.71
30087,0.32,Ideal,H,VS1,61.1,56,720,4.46,4.44,2.72
30094,0.32,Ideal,H,VS1,62.9,54,720,4.41,4.37,2.76
30101,0.32,Ideal,H,VS1,63,57,720,4.35,4.32,2.73
30108,0.32,Premium,G,VS2,59.8,59,720,4.52,4.48,2.69
30113,0.32,Premium,G,VS2,60.5,58,720,4.42,4.41,2.67
30119,0.32,Ideal,G,VS2,61.6,57,720,4.41,4.39,2.71
30122,0.32,Ideal,G,VS2,61.8,57,720,4.42,4.38,2.72
30123,0.32,Ideal,G,VS2,62.5,56,720,4.42,4.38,2.75
30127,0.32,Ideal,G,VS2,61.7,57,720,4.4,4.38,2.71
30132,0.32,Premium,G,VS2,62.3,58,720,4.41,4.36,2.73
30137,0.32,Premium,G,VS2,62.1,60,720,4.39,4.34,2.71
30138,0.32,Premium,G,VS2,62,58,720,4.38,4.33,2.7
30143,0.32,Premium,G,VS2,62.5,60,720,4.38,4.32,2.72
30144,0.32,Very Good,G,VS2,63.1,57,720,4.35,4.3,2.73
30146,0.32,Ideal,E,SI1,61.9,56,720,4.43,4.39,2.73
30147,0.32,Premium,E,SI1,60.2,60,720,4.44,4.39,2.66
30152,0.32,Premium,E,SI1,62.2,58,720,4.39,4.36,2.72
30156,0.5,Very Good,E,I1,63.1,61,720,5.04,4.97,3.16
30157,0.3,Ideal,E,SI1,61.4,56,720,4.36,4.33,2.67
30159,0.4,Good,D,SI1,63.5,55,720,4.67,4.72,2.98
30165,0.4,Very Good,D,VS2,60.5,58,720,4.76,4.82,2.9
30171,0.35,Very Good,D,VS2,62.6,56,721,4.48,4.5,2.81
30184,0.31,Ideal,E,VS1,61.6,55,722,4.39,4.41,2.71
30191,0.42,Very Good,F,SI1,60.6,61,722,4.83,4.87,2.94
30192,0.42,Very Good,E,SI1,61.5,61,722,4.82,4.87,2.98
30193,0.42,Very Good,E,SI1,59.8,61,722,4.85,4.89,2.91
30195,0.42,Good,F,SI1,63.4,56,722,4.76,4.8,3.03
30196,0.42,Premium,E,SI1,61.5,58,722,4.78,4.84,2.96
30207,0.38,Ideal,G,SI1,61,55,723,4.69,4.73,2.87
30214,0.33,Premium,E,VS2,62,59,723,4.39,4.41,2.73
30218,0.33,Ideal,E,VS2,62,56,723,4.46,4.48,2.77
30219,0.33,Ideal,E,VS2,61.8,55,723,4.45,4.48,2.76
30221,0.33,Premium,E,VS2,60.6,60,723,4.43,4.48,2.7
30226,0.33,Ideal,E,VS2,60.6,55,723,4.48,4.5,2.72
30227,0.33,Premium,E,VS2,61.5,59,723,4.42,4.46,2.73
30229,0.33,Premium,E,VS2,61.7,60,723,4.4,4.45,2.73
30235,0.33,Ideal,E,VS2,60.8,57,723,4.45,4.47,2.71
30240,0.33,Ideal,E,VS2,62.3,57,723,4.37,4.43,2.74
30247,0.26,Very Good,F,VVS1,63.3,57,724,4.07,4.05,2.57
30248,0.26,Ideal,E,VVS2,62.5,55,724,4.09,4.07,2.55
30255,0.3,Very Good,G,VVS1,60.7,56,725,4.32,4.35,2.63
30257,0.31,Very Good,E,VVS1,62.5,59,725,4.3,4.34,2.7
30260,0.4,Very Good,E,SI1,63,57,725,4.68,4.71,2.96
30263,0.4,Ideal,H,VS2,61.9,55,725,4.73,4.75,2.93
30264,0.36,Ideal,G,VS1,61.5,58,725,4.59,4.61,2.83
30269,0.3,Premium,G,VS1,60.8,61,725,4.34,4.31,2.63
30275,0.31,Ideal,I,VS2,62.3,53.8,447,4.32,4.36,2.7
30282,0.34,Very Good,I,SI1,59.2,61,447,4.57,4.58,2.71
30285,0.34,Premium,F,SI2,60,58,447,4.55,4.58,2.74
30289,0.3,Premium,D,SI2,60.9,58,447,4.29,4.32,2.62
30297,0.3,Very Good,D,SI2,63,55,447,4.25,4.26,2.68
30301,0.3,Premium,G,VS1,62,60,725,4.31,4.27,2.66
30305,0.34,Premium,F,VS1,60,59,725,4.59,4.55,2.74
30306,0.41,Very Good,E,SI1,60.4,58,725,4.75,4.79,2.88
30307,0.41,Very Good,E,SI1,61,61,725,4.74,4.77,2.9
30311,0.34,Ideal,F,VS2,62.1,56,726,4.48,4.51,2.79
30314,0.4,Ideal,D,SI1,61.3,57,726,4.74,4.79,2.92
30318,0.36,Premium,H,VVS2,60.6,58,726,4.58,4.6,2.78
30319,0.36,Premium,G,VS1,61.7,59,726,4.55,4.59,2.82
30320,0.36,Very Good,G,VS1,59.7,56,726,4.64,4.67,2.78
30321,0.36,Very Good,G,VS1,62.9,57,726,4.56,4.6,2.88
30322,0.36,Ideal,H,VVS2,62.3,57,726,4.52,4.57,2.83
30324,0.36,Very Good,G,VS1,61.2,60,726,4.56,4.59,2.8
30326,0.36,Premium,F,VS2,60.5,59,726,4.61,4.64,2.8
30327,0.36,Ideal,F,VS2,60.9,57,726,4.58,4.61,2.8
30332,0.41,Very Good,D,SI2,63.8,57,727,4.71,4.73,3.01
30334,0.33,Ideal,H,VS1,60.9,56,727,4.46,4.5,2.73
30339,0.34,Premium,F,SI1,59.3,60,727,4.58,4.52,2.7
30345,0.36,Ideal,E,VS1,62.7,57,727,4.55,4.58,2.86
30348,0.33,Ideal,D,VS1,61.1,57,727,4.46,4.48,2.73
30362,0.36,Premium,H,VS2,60,62,729,4.62,4.58,2.76
30365,0.36,Premium,I,VS1,60.3,60,729,4.64,4.58,2.78
30373,0.36,Premium,H,VS2,60.9,59,729,4.62,4.58,2.8
30375,0.3,Fair,F,VS2,56.3,64,729,4.44,4.39,2.5
30377,0.45,Very Good,F,SI2,61.5,61,729,4.9,4.95,3.03
30381,0.3,Very Good,F,VVS2,62.5,56,730,4.26,4.29,2.67
30382,0.34,Very Good,F,VS2,61.5,58.2,730,4.49,4.51,2.77
30390,0.33,Ideal,H,VVS1,62.1,53,730,4.47,4.51,2.79
30394,0.33,Ideal,H,VVS1,62.1,55,730,4.46,4.5,2.78
30401,0.32,Premium,H,VVS1,61.4,58,730,4.37,4.42,2.7
30403,0.32,Ideal,G,VVS2,62.1,55,730,4.35,4.38,2.71
30405,0.32,Ideal,G,VVS2,61.4,55,730,4.4,4.43,2.71
30410,0.4,Good,H,VS2,59.4,64,730,4.75,4.82,2.84
30419,0.32,Ideal,G,VVS2,62.2,55,730,4.41,4.43,2.75
30429,0.32,Ideal,G,VVS2,61.5,57,730,4.39,4.43,2.71
30432,0.32,Ideal,G,VVS2,62.1,57,730,4.4,4.42,2.74
30434,0.32,Ideal,G,VVS1,61.7,56,730,4.37,4.41,2.71
30441,0.32,Ideal,G,VVS2,61.1,55,730,4.42,4.45,2.71
30445,0.29,Very Good,F,VVS1,62.1,55,731,4.26,4.28,2.65
30452,0.3,Ideal,F,VS1,61.3,55,731,4.36,4.32,2.66
30455,0.3,Ideal,F,VS1,62.6,57,731,4.34,4.29,2.7
30463,0.31,Ideal,D,SI1,62.7,56,732,4.36,4.32,2.72
30478,0.31,Premium,I,VVS1,62.2,60,732,4.32,4.3,2.68
30486,0.31,Ideal,D,SI1,62,55,732,4.38,4.36,2.71
30487,0.31,Ideal,D,SI1,62.1,56,732,4.37,4.33,2.7
30490,0.31,Premium,D,SI1,62.2,52,732,4.37,4.34,2.71
30491,0.31,Ideal,D,SI1,62.2,55,732,4.37,4.34,2.71
30492,0.31,Ideal,D,SI1,61.7,57,732,4.38,4.34,2.69
30498,0.31,Premium,D,SI1,61.4,58,732,4.36,4.33,2.67
30499,0.31,Ideal,D,SI1,62.4,56,732,4.35,4.33,2.71
30503,0.31,Premium,D,SI1,62,58,732,4.35,4.3,2.68
30508,0.31,Ideal,D,SI1,63,55,732,4.34,4.32,2.73
30509,0.31,Ideal,D,SI1,63,54,732,4.35,4.32,2.73
30510,0.31,Ideal,D,SI1,61.8,57,732,4.36,4.32,2.68
30514,0.31,Very Good,D,SI1,63.5,56,732,4.31,4.29,2.73
30515,0.31,Ideal,D,SI1,62.9,57,732,4.32,4.27,2.7
30516,0.31,Good,D,SI1,63.9,54,732,4.3,4.27,2.74
30520,0.35,Very Good,H,VVS1,61.1,56,733,4.54,4.57,2.78
30528,0.38,Very Good,D,SI1,58.9,61,733,4.75,4.79,2.81
30531,0.38,Premium,D,SI1,62.2,58,733,4.57,4.63,2.86
30543,0.31,Premium,E,VS1,61.9,58,734,4.31,4.32,2.67
30545,0.31,Ideal,E,VS1,61.6,56,734,4.35,4.38,2.69
30553,0.31,Very Good,D,VS2,62.3,55,734,4.32,4.35,2.7
30556,0.31,Premium,E,VS1,61.7,58,734,4.3,4.36,2.67
30557,0.31,Ideal,D,VS2,61.2,55,734,4.36,4.46,2.7
30560,0.31,Ideal,D,VS2,62.5,56,734,4.34,4.36,2.72
30568,0.31,Ideal,D,VS2,61.8,55,734,4.33,4.37,2.69
30569,0.31,Ideal,D,VS2,61.8,56,734,4.32,4.36,2.68
30571,0.31,Ideal,D,VS2,62.2,56,734,4.32,4.33,2.69
30573,0.31,Ideal,E,VS1,60.9,57,734,4.39,4.41,2.68
30579,0.31,Ideal,D,VS2,62.1,55,734,4.31,4.32,2.68
30588,0.31,Ideal,D,VS2,61.2,55,734,4.37,4.42,2.69
30596,0.31,Ideal,D,VS2,62.5,57,734,4.31,4.36,2.71
30598,0.31,Ideal,D,VS2,60.7,56,734,4.35,4.38,2.65
30603,0.3,Premium,D,SI2,62.3,58,447,4.29,4.32,2.68
30606,0.34,Very Good,I,SI1,61.8,57,447,4.46,4.51,2.77
30610,0.3,Very Good,G,SI1,62.8,56,447,4.28,4.32,2.7
30611,0.3,Very Good,G,SI1,62.7,58,447,4.22,4.27,2.66
30614,0.3,Very Good,D,SI2,61.8,58,447,4.29,4.32,2.66
30626,0.28,Ideal,I,VS1,62.5,54,448,4.18,4.23,2.63
30632,0.31,Ideal,D,VS2,62.2,55,734,4.31,4.34,2.69
30633,0.31,Ideal,D,VS2,62.7,55,734,4.31,4.34,2.71
30647,0.3,Ideal,D,VS2,61.8,55,736,4.27,4.3,2.65
30650,0.4,Ideal,I,VS1,61.9,57,736,4.73,4.74,2.93
30651,0.3,Ideal,E,VS1,61.3,57,736,4.3,4.34,2.65
30654,0.33,Ideal,D,SI1,61.9,55,736,4.45,4.47,2.76
30659,0.37,Ideal,E,VS2,61,56,737,4.62,4.66,2.83
30660,0.42,Very Good,G,SI1,62.9,54,737,4.79,4.81,3.02
30665,0.4,Very Good,E,SI1,62,55,737,4.68,4.74,2.92
30677,0.4,Premium,F,SI1,61.2,58,737,4.71,4.74,2.89
30682,0.4,Ideal,E,SI1,61.2,57,737,4.7,4.74,2.89
30685,0.4,Premium,E,SI1,62.2,58,737,4.71,4.74,2.94
30698,0.4,Very Good,E,SI1,61.3,61,737,4.73,4.76,2.91
30700,0.4,Very Good,H,VS2,59.1,61,737,4.81,4.84,2.85
30703,0.3,Very Good,F,VVS2,62.4,58,737,4.25,4.28,2.66
30706,0.3,Ideal,G,VVS1,61.4,56,737,4.32,4.34,2.66
30708,0.4,Good,I,VS1,63.8,55,737,4.65,4.69,2.98
30710,0.36,Ideal,E,VS2,60.7,56,738,4.63,4.65,2.82
30711,0.33,Ideal,E,VS2,61.3,55,738,4.46,4.5,2.75
30712,0.33,Ideal,E,VS2,61.1,55,738,4.47,4.51,2.74
30719,0.35,Fair,E,VVS2,66.2,61,738,4.4,4.36,2.9
30721,0.41,Good,D,SI1,63.2,57,738,4.73,4.77,3
30727,0.41,Good,D,SI1,63.4,55,738,4.68,4.72,2.98
30731,0.32,Ideal,E,VS1,62.2,54,739,4.39,4.42,2.74
30734,0.3,Good,E,VVS1,61.2,63,739,4.24,4.26,2.6
30740,0.43,Premium,E,SI1,61.5,60,739,4.78,4.85,2.96
30741,0.43,Good,E,SI1,63.2,57,739,4.78,4.84,3.04
30742,0.43,Good,F,SI1,63.6,53,739,4.79,4.83,3.06
30754,0.25,Premium,F,VVS1,60.7,59,740,4.1,4.07,2.48
30759,0.25,Premium,E,VVS2,61.5,59,740,4.04,4.02,2.48
30762,0.25,Premium,E,VVS1,60.7,60,740,4.11,4.09,2.49
30763,0.25,Very Good,E,VVS2,63.1,56,740,4.05,4,2.54
30765,0.25,Premium,E,VVS1,62.9,58,740,4.03,4.01,2.53
30777,0.4,Ideal,G,SI1,62.5,54,741,4.74,4.77,2.97
30778,0.3,Ideal,D,VVS2,59.5,56,741,4.38,4.42,2.62
30782,0.33,Premium,E,VVS2,61.3,59,741,4.44,4.47,2.73
30786,0.33,Very Good,D,VS1,61.6,53,742,4.45,4.48,2.75
30790,0.3,Ideal,E,VVS2,62,56,742,4.3,4.34,2.68
30791,0.3,Ideal,E,VVS2,61.1,56,742,4.34,4.37,2.66
30795,0.3,Ideal,E,VVS2,62.3,54,742,4.31,4.36,2.7
30797,0.36,Ideal,E,VS2,61.7,55,742,4.57,4.6,2.83
30802,0.43,Ideal,F,SI2,60.7,57,742,4.88,4.91,2.97
30803,0.31,Good,F,VVS1,63.6,61,742,4.21,4.25,2.69
30807,0.3,Very Good,G,IF,60.5,58,743,4.35,4.38,2.64
30809,0.3,Ideal,E,VVS2,62,55,743,4.3,4.34,2.68
30813,0.38,Ideal,G,VS2,61.6,55,743,4.67,4.71,2.89
30818,0.33,Very Good,E,SI1,63.3,56,743,4.43,4.41,2.8
30821,0.33,Good,E,SI1,63.8,55,743,4.38,4.36,2.79
30823,0.33,Premium,E,SI1,62.7,56,743,4.45,4.39,2.77
30826,0.33,Ideal,I,VVS2,62.4,57,743,4.44,4.41,2.76
30831,0.33,Premium,I,VVS2,61.5,58,743,4.45,4.43,2.73
30832,0.33,Premium,I,VVS2,61.4,58,743,4.48,4.45,2.74
30835,0.33,Ideal,H,VS1,60.2,57,743,4.54,4.5,2.72
30843,0.33,Ideal,H,VS1,61.9,56,743,4.48,4.44,2.76
30846,0.33,Premium,H,VS1,62.1,59,743,4.46,4.43,2.76
30852,0.33,Ideal,G,VS2,61.2,55,743,4.49,4.46,2.74
30854,0.33,Ideal,G,VS2,61.2,55,743,4.52,4.46,2.75
30856,0.33,Premium,G,VS2,59.3,61,743,4.51,4.49,2.67
30859,0.33,Premium,G,VS2,60.8,58,743,4.47,4.45,2.71
30861,0.33,Ideal,G,VS2,62,57,743,4.47,4.44,2.76
30865,0.33,Ideal,G,VS2,62.2,56,743,4.44,4.43,2.76
30866,0.33,Premium,G,VS2,62.6,58,743,4.44,4.41,2.77
30872,0.33,Ideal,G,VS2,62.5,57,743,4.41,4.39,2.75
30873,0.33,Ideal,G,VS2,62.3,57,743,4.43,4.4,2.75
30881,0.33,Premium,E,SI1,60.2,58,743,4.55,4.49,2.72
30886,0.33,Ideal,E,SI1,62.5,55,743,4.45,4.42,2.77
30890,0.42,Very Good,E,SI1,60,61,743,4.85,4.88,2.92
30896,0.35,Ideal,E,SI1,61.6,55,744,4.55,4.57,2.81
30897,0.41,Ideal,D,SI1,61.7,56,744,4.77,4.8,2.95
30902,0.31,Ideal,F,VS1,62.4,55,744,4.37,4.35,2.72
30908,0.37,Ideal,G,SI1,61.8,55,745,4.62,4.64,2.86
30911,0.34,Ideal,E,VS2,62.5,55,745,4.46,4.5,2.8
30915,0.34,Ideal,E,VS2,62.4,55,745,4.48,4.53,2.81
30923,0.34,Very Good,E,VS2,58.8,59,745,4.56,4.59,2.69
30931,0.26,Ideal,H,VS1,61.8,56,448,4.12,4.14,2.55
30936,0.24,Very Good,H,VVS2,61.5,56,449,3.99,4.01,2.46
30941,0.24,Very Good,H,VVS1,62.3,56,449,3.99,4.02,2.49
30943,0.24,Very Good,H,IF,61.3,56,449,4.04,4.06,2.48
30944,0.24,Ideal,H,VVS1,62.4,56,449,3.99,4.03,2.5
30956,0.32,Premium,E,SI2,61.2,58,449,4.39,4.44,2.7
30960,0.32,Very Good,I,VS2,63,56,449,4.38,4.42,2.77
30963,0.36,Ideal,G,VS1,61.3,56,746,4.6,4.64,2.83
30964,0.36,Ideal,G,VS1,61.1,55,746,4.63,4.66,2.84
30967,0.39,Very Good,J,VS2,63.3,56,746,4.63,4.6,2.92
30973,0.37,Very Good,G,VS1,59.2,61,746,4.63,4.7,2.76
30983,0.37,Premium,F,VS2,62.7,58,746,4.55,4.58,2.86
30985,0.37,Premium,G,VS1,61.4,58,746,4.58,4.61,2.82
30996,0.3,Ideal,G,VVS1,61.7,55,747,4.31,4.35,2.67
31000,0.36,Ideal,E,VS1,61.4,56,747,4.59,4.63,2.83
31003,0.32,Very Good,E,VVS1,59,61,748,4.44,4.47,2.63
31011,0.35,Premium,F,SI1,61.7,58,748,4.54,4.51,2.79
31013,0.35,Ideal,F,SI1,62.5,54,748,4.52,4.5,2.82
31023,0.37,Premium,H,VS2,59.5,61,749,4.67,4.64,2.77
31025,0.31,Ideal,G,VS1,61.9,55,749,4.37,4.36,2.7
31029,0.31,Ideal,F,VS2,62.2,56,749,4.39,4.36,2.72
31032,0.31,Ideal,F,VS2,61.9,57,749,4.34,4.32,2.68
31035,0.31,Good,F,VS2,63.6,54,749,4.33,4.28,2.74
31038,0.31,Very Good,G,VS1,63.3,57,749,4.31,4.28,2.72
31044,0.33,Ideal,F,VVS2,62.4,55,750,4.43,4.45,2.77
31050,0.4,Ideal,I,VVS2,62.6,54,751,4.69,4.73,2.95
31051,0.34,Ideal,G,VVS2,62.4,53,751,4.49,4.52,2.81
31057,0.38,Very Good,F,VS2,59.7,57,752,4.73,4.79,2.84
31060,0.31,Ideal,D,VS1,60.5,57,752,4.39,4.41,2.66
31062,0.27,Premium,E,VVS2,61.8,59,752,4.18,4.14,2.57
31064,0.27,Good,E,VVS1,63.9,57,752,4.1,4.07,2.61
31066,0.27,Ideal,D,VVS1,61.7,57,752,4.2,4.16,2.58
31071,0.33,Premium,G,VVS2,61.7,59,752,4.39,4.42,2.72
31074,0.33,Premium,G,VVS2,59.5,60,752,4.52,4.55,2.7
31075,0.3,Good,F,VVS1,63.7,59,752,4.17,4.24,2.68
31078,0.33,Premium,G,VVS2,61.7,58,752,4.39,4.42,2.72
31079,0.33,Ideal,G,VVS2,61.5,56,752,4.45,4.49,2.75
31080,0.33,Very Good,G,VVS2,60.9,59,752,4.45,4.49,2.72
31089,0.33,Very Good,G,VVS2,60,63,752,4.45,4.49,2.68
31095,0.36,Very Good,G,VVS2,61.7,56,753,4.56,4.58,2.82
31101,0.3,Ideal,G,VVS1,62.2,56,753,4.27,4.31,2.67
31104,0.41,Ideal,I,VS1,61.8,53,753,4.81,4.84,2.98
31105,0.36,Ideal,E,VS1,61.5,55,753,4.58,4.66,2.84
31108,0.4,Premium,G,VS2,60.4,58,753,4.75,4.78,2.88
31109,0.42,Very Good,F,SI1,60.6,58,753,4.81,4.89,2.94
31123,0.3,Ideal,F,VS1,61.5,55,754,4.35,4.33,2.67
31128,0.31,Ideal,E,VS1,61.2,55,754,4.4,4.42,2.7
31130,0.42,Very Good,H,VS2,62.1,54,755,4.81,4.84,2.99
31140,0.41,Very Good,E,SI1,62.9,57,755,4.73,4.78,2.99
31150,0.41,Premium,F,SI1,59.8,59,755,4.82,4.85,2.89
31151,0.41,Ideal,F,SI1,62.7,57,755,4.7,4.74,2.96
31154,0.41,Premium,E,SI1,61,59,755,4.78,4.82,2.93
31157,0.41,Good,E,SI1,63.5,57,755,4.69,4.73,2.99
31163,0.41,Very Good,F,SI1,62.8,57,755,4.69,4.73,2.96
31168,0.41,Very Good,E,SI1,60.5,61,755,4.78,4.8,2.9
31170,0.41,Premium,E,SI1,62.4,58,755,4.75,4.77,2.97
31172,0.41,Premium,E,SI1,60.2,60,755,4.78,4.82,2.89
31179,0.32,Good,E,VS1,60.3,64,756,4.42,4.44,2.67
31181,0.32,Premium,D,SI1,61.3,60,756,4.43,4.41,2.71
31184,0.32,Ideal,D,SI1,62,55,756,4.47,4.37,2.74
31187,0.32,Ideal,D,SI1,62,57,756,4.4,4.37,2.72
31192,0.4,Very Good,J,VS1,63.5,56,756,4.7,4.69,2.98
31199,0.32,Ideal,I,VVS1,62.4,55,756,4.38,4.34,2.72
31200,0.32,Premium,I,VVS1,63,58,756,4.38,4.32,2.74
31201,0.32,Ideal,D,SI1,59.3,55,756,4.53,4.51,2.68
31206,0.32,Ideal,D,SI1,61.4,57,756,4.42,4.41,2.71
31209,0.32,Premium,D,SI1,61.5,59,756,4.42,4.39,2.71
31211,0.32,Ideal,D,SI1,61.3,55,756,4.42,4.39,2.7
31216,0.32,Ideal,D,SI1,62.8,56,756,4.42,4.37,2.76
31218,0.32,Very Good,D,SI1,63.1,57,756,4.38,4.37,2.76
31219,0.32,Very Good,D,SI1,63.3,57,756,4.38,4.37,2.77
31220,0.32,Ideal,D,SI1,62.7,54,756,4.4,4.37,2.75
31223,0.32,Very Good,D,SI1,63.2,54,756,4.38,4.36,2.76
31227,0.32,Premium,D,SI1,62.6,58,756,4.36,4.33,2.72
31229,0.32,Good,D,SI1,63.6,56,756,4.37,4.34,2.77
31241,0.31,Ideal,F,VS2,61.6,55,757,4.36,4.38,2.69
31243,0.31,Ideal,F,VS2,61.6,55,757,4.38,4.39,2.7
31244,0.31,Ideal,F,VS2,61.9,55,757,4.37,4.39,2.71
31248,0.37,Premium,E,VS2,60.2,58,757,4.65,4.68,2.81
31249,0.4,Ideal,I,VVS2,62,54,758,4.74,4.77,2.95
31257,0.32,Ideal,D,VS2,62,55,758,4.38,4.42,2.73
31261,0.32,Good,H,SI1,63.1,54,449,4.36,4.42,2.77
31266,0.32,Very Good,H,SI1,62.2,56,449,4.36,4.39,2.72
31271,0.32,Ideal,I,VS2,60.3,56,449,4.44,4.45,2.68
31276,0.32,Very Good,I,VS2,63,57,449,4.33,4.37,2.74
31278,0.32,Premium,I,VS2,62.2,59,449,4.35,4.37,2.71
31281,0.32,Premium,I,VS2,62.6,58,449,4.37,4.42,2.75
31285,0.32,Ideal,G,SI2,61.8,55,450,4.4,4.43,2.73
31288,0.33,Ideal,F,SI2,62.3,55,450,4.44,4.49,2.78
31290,0.32,Ideal,I,SI1,61.9,54,450,4.41,4.45,2.74
31291,0.32,Ideal,D,VS2,61.1,56,758,4.39,4.41,2.69
31304,0.32,Ideal,D,VS2,61.3,56,758,4.37,4.41,2.69
31307,0.32,Ideal,D,VS2,62.7,57,758,4.4,4.44,2.77
31308,0.32,Ideal,D,VS2,62.6,57,758,4.37,4.41,2.75
31310,0.32,Premium,D,VS2,60.3,60,758,4.42,4.44,2.67
31312,0.32,Ideal,E,VS1,59.9,55,758,4.46,4.49,2.68
